_id,name,url,street_address,city,state,zip_code,country,phone_number,open_hours,latitude,longitude,Open/Closed,Pharmacy Open,Online Grocery Pickup Service Offered,Online Grocery Pickup Status,Grocery Delivery Service Offered,Grocery Delivery Service Status
64db2305ffa6d4b980a3f3bb,Mountain Grove Supercenter,https://www.walmart.com/store/88/mountain-grove-mo/details,2100 N Main Ave,Mountain Grove,MO,65711,US,417-926-5107,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",37.150021,-92.259461,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3bd,Camdenton Supercenter,https://www.walmart.com/store/89/camdenton-mo/details,94 Cecil St,Camdenton,MO,65020,US,573-346-3588,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",38.025748,-92.722992,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3c2,Millington Supercenter,https://www.walmart.com/store/94/millington-tn/details,8445 Us Highway 51 N,Millington,TN,38053,US,901-872-6100,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",35.357703,-89.897647,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3c4,Ripley Supercenter,https://www.walmart.com/store/97/ripley-tn/details,628 Highway 51 N,Ripley,TN,38063,US,731-635-8904,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",35.760785,-89.543058,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3c5,Bastrop Supercenter,https://www.walmart.com/store/98/bastrop-la/details,6091 Mer Rouge Rd,Bastrop,LA,71220,US,318-281-9384,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",32.775799,-91.870221,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3c6,Union Supercenter,https://www.walmart.com/store/99/union-mo/details,1445 E Central Ct,Union,MO,63084,US,636-583-2355,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",38.4344195,-90.9700946,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3c8,Rolla Supercenter,https://www.walmart.com/store/101/rolla-mo/details,500 S Bishop Ave,Rolla,MO,65401,US,573-341-9145,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",37.937606,-91.779138,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3c9,Stuttgart Supercenter,https://www.walmart.com/store/102/stuttgart-ar/details,406 E 22nd St,Stuttgart,AR,72160,US,870-673-3349,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",34.477048,-91.549074,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3ca,Shawnee Supercenter,https://www.walmart.com/store/103/shawnee-ok/details,196 Shawnee Mall Dr,Shawnee,OK,74804,US,405-275-1030,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",35.386877,-96.921788,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3cf,Cameron Supercenter,https://www.walmart.com/store/109/cameron-mo/details,2000 N Walnut St,Cameron,MO,64429,US,816-632-9900,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",39.758116,-94.231503,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3d0,Winter Garden Supercenter,https://www.walmart.com/store/110/winter-garden-fl/details,16313 New Independence Parkway,Winter Garden,FL,34787,US,407-554-0182,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",28.476488,-81.629452,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3d3,Starkville Supercenter,https://www.walmart.com/store/112/starkville-ms/details,1010 Highway 12 W,Starkville,MS,39759,US,662-324-0374,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",33.444519,-88.851436,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3d4,Booneville Supercenter,https://www.walmart.com/store/114/booneville-ms/details,300 Walmart Cir,Booneville,MS,38829,US,662-728-6211,"monday - friday : 05:00-24:00, saturday : 05:00-24:00, sunday : 05:00-24:00",34.677408,-88.56422,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3d6,Amory Supercenter,https://www.walmart.com/store/118/amory-ms/details,1515 Highway 278 E,Amory,MS,38821,US,662-256-1590,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",33.968526,-88.457017,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3da,Broken Bow Store,https://www.walmart.com/store/117/broken-bow-ok/details,501 S Park Dr,Broken Bow,OK,74728,US,580-584-3324,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",34.0223133,-94.7379574,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3db,Martin Supercenter,https://www.walmart.com/store/107/martin-tn/details,134 Courtright Rd,Martin,TN,38237,US,731-587-3843,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",36.355005,-88.883642,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3dc,Jackson Supercenter,https://www.walmart.com/store/122/jackson-mo/details,3051 E Jackson Blvd,Jackson,MO,63755,US,573-243-3909,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",37.362068,-89.634627,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3dd,Humboldt Supercenter,https://www.walmart.com/store/120/humboldt-tn/details,2716 N Central Ave,Humboldt,TN,38343,US,731-784-0025,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",35.840815,-88.911782,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3e0,Jonesboro Supercenter,https://www.walmart.com/store/128/jonesboro-ar/details,1911 W Parker Rd,Jonesboro,AR,72404,US,870-972-6350,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",35.815748,-90.734426,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3e1,Fort Smith Supercenter,https://www.walmart.com/store/125/fort-smith-ar/details,2425 S Zero St,Fort Smith,AR,72901,US,479-646-6382,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",35.329141,-94.406562,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3e2,Little Rock Supercenter,https://www.walmart.com/store/126/little-rock-ar/details,2700 S Shackleford Rd,Little Rock,AR,72205,US,501-223-0604,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",34.72831,-92.397677,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3e3,Muskogee Supercenter,https://www.walmart.com/store/130/muskogee-ok/details,1000 W Shawnee St,Muskogee,OK,74401,US,918-687-0058,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",35.772625,-95.373093,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3e5,Seminole Supercenter,https://www.walmart.com/store/123/seminole-ok/details,1500 E Wrangler Blvd,Seminole,OK,74868,US,405-382-5290,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",35.248317,-96.654501,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3e8,Ashdown Supercenter,https://www.walmart.com/store/133/ashdown-ar/details,297 Hwy 32 By-pass E,Ashdown,AR,71822,US,870-898-5126,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",33.657167,-94.10924,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3ed,Stillwater Supercenter,https://www.walmart.com/store/137/stillwater-ok/details,111 N Perkins Rd,Stillwater,OK,74075,US,405-372-2897,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",36.124523,-97.048223,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3f0,Fayetteville Supercenter,https://www.walmart.com/store/144/fayetteville-ar/details,2875 W Mrtn Luther K,Fayetteville,AR,72704,US,479-582-0428,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",36.050008,-94.201133,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3f1,Lufkin Supercenter,https://www.walmart.com/store/140/lufkin-tx/details,2500 Daniel Mccall Dr,Lufkin,TX,75904,US,936-639-9600,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",31.299557,-94.731474,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3f4,Paris Supercenter,https://www.walmart.com/store/148/paris-tx/details,3855 Lamar Ave,Paris,TX,75462,US,903-785-7168,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",33.664699,-95.505897,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3f7,Jonesboro Supercenter,https://www.walmart.com/store/149/jonesboro-la/details,184 Old Winnfield Rd,Jonesboro,LA,71251,US,318-259-4149,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",32.227952,-92.705761,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3f8,Denison Supercenter,https://www.walmart.com/store/147/denison-tx/details,401 N Us Highway 75,Denison,TX,75020,US,903-465-9744,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",33.759174,-96.587537,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3fa,De Soto Supercenter,https://www.walmart.com/store/152/de-soto-mo/details,12862 State Route 21,De Soto,MO,63020,US,636-586-6878,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",38.150177,-90.574504,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f3ff,Anadarko Supercenter,https://www.walmart.com/store/162/anadarko-ok/details,1201 W Petree Rd,Anadarko,OK,73005,US,405-247-2535,"monday - friday : 07:00-23:00, saturday : 07:00-23:00, sunday : 07:00-23:00",35.060053,-98.262377,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f402,Senatobia Supercenter,https://www.walmart.com/store/155/senatobia-ms/details,5219 Highway 51 N,Senatobia,MS,38668,US,662-562-6202,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",34.629368,-89.971894,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f406,Henderson Supercenter,https://www.walmart.com/store/165/henderson-tx/details,2121 Us Highway 79 S,Henderson,TX,75654,US,903-657-5707,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",32.130652,-94.802126,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f408,Owasso Supercenter,https://www.walmart.com/store/168/owasso-ok/details,12101 E 96th St N,Owasso,OK,74055,US,918-272-6609,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",36.295227,-95.837899,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f40b,Lonoke Supercenter,https://www.walmart.com/store/169/lonoke-ar/details,322 Brownsville Loop,Lonoke,AR,72086,US,501-676-3191,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",34.805224,-91.894037,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f40c,Camden Supercenter,https://www.walmart.com/store/171/camden-ar/details,950 California Ave Sw,Camden,AR,71701,US,870-836-8000,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",33.567239,-92.836856,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f40d,Potosi Supercenter,https://www.walmart.com/store/173/potosi-mo/details,#1 Memorial Drive,Potosi,MO,63664,US,573-438-5441,"monday - friday : 06:00-24:00, saturday : 06:00-24:00, sunday : 06:00-24:00",37.92381,-90.771606,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f40f,Collierville Supercenter,https://www.walmart.com/store/175/collierville-tn/details,560 W Poplar Ave,Collierville,TN,38017,US,901-854-5100,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",35.048344,-89.68099,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f410,Cocoa Supercenter,https://www.walmart.com/store/174/cocoa-fl/details,2700 Clearlake Rd,Cocoa,FL,32922,US,321-639-1610,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",28.395378,-80.753116,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f411,Ripley Store,https://www.walmart.com/store/176/ripley-ms/details,822 City Ave S,Ripley,MS,38663,US,662-837-0014,"monday - friday : 06:00-22:00, saturday : 06:00-22:00, sunday : 06:00-22:00",34.72373,-88.950897,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f412,Paris Supercenter,https://www.walmart.com/store/177/paris-tn/details,1210 Mineral Wells Ave,Paris,TN,38242,US,731-644-0290,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",36.281103,-88.307919,Open,Yes,Yes,Available,Yes,Available
64db2305ffa6d4b980a3f415,Greenville Supercenter,https://www.walmart.com/store/182/greenville-ms/details,1831 Highway 1 S,Greenville,MS,38701,US,662-332-9026,"monday - friday : 00:00-24:00, saturday : 00:00-24:00, sunday : 00:00-24:00",33.3678514,-91.0438728,Open,Yes,Yes,Available,Yes,Available
