Product_Url,Product_Name,List_Price,Sale_Price,Brand,Category,Aisle,Shelf,,Quantity,,,,,
https://www.walmart.com/ip/Rawlings-11-75-Heart-of-the-Hide-Series-Baseball-Glove-Left-Hand-Throw/524535043,"Rawlings 11.75"" Heart of the Hide Series Baseball Glove, Left Hand Throw",384.67,384.67,Rawlings,Sports & Outdoors,1, J,Aisle: 1  shelf:J,3,,,,,
https://www.walmart.com/ip/Chicco-Rim-Spout-Trainer-Cup-9oz-Pink-Purple-9m-2pk/200019640,"Chicco Rim Spout Trainer Cup 9oz, Pink/Purple, 9m+ (2pk)",25.71,25.71,Chicco,Baby,1, L,Aisle: 1  shelf:L,2,,,,,
https://www.walmart.com/ip/CONDOR-Coated-Gloves-Palm-and-Fingers-S-9-PR-19L478/40885433,"CONDOR Coated Gloves,Palm and Fingers,S,9"",PR 19L478",2.68,2.68,Condor,Sports & Outdoors,1, N,Aisle: 1  shelf:N,5,,,,,
https://www.walmart.com/ip/Alpha-Medical-8-Elasto-Fit-Abdominal-Support-Binder-L0625-Small/684665324,"Alpha Medical 8"" Elasto-Fit Abdominal Support Binder. L0625 (Small)",13.95,13.95,Alpha Medical,Health,1, M,Aisle: 1  shelf:M,3,,,,,
https://www.walmart.com/ip/Rawlings-11-25-Gamer-XLE-Series-Baseball-Glove-Left-Hand-Throw/54827970,"Rawlings 11.25"" Gamer XLE Series Baseball Glove, Left Hand Throw",124.95,124.95,Rawlings,Sports & Outdoors,2, N,Aisle: 2  shelf:N,2,,,,,
https://www.walmart.com/ip/SeaSense-Pre-Spliced-Double-Braid-MFP-Dock-Line-3-8-x-15-10-Eye-Red/22641304,"SeaSense Pre-Spliced Double Braid MFP Dock Line, 3/8"" x 15, 10"" Eye, Red",6.11,6.11,SeaSense,Sports & Outdoors,2, M,Aisle: 2  shelf:M,5,,,,,
https://www.walmart.com/ip/International-Volleyball-Net/729608596,International Volleyball Net,96.95,96.95,CSI Cannon Sports,Sports & Outdoors,2, L,Aisle: 2  shelf:L,3,,,,,
https://www.walmart.com/ip/Cuda-18-Titanium-Bonded-Large-Dehooker/40370467,Cuda 18? Titanium Bonded Large Dehooker,29.97,29.97,Cuda,Sports & Outdoors,2, G,Aisle: 2  shelf:G,8,,,,,
https://www.walmart.com/ip/Men-s-All-Weather-Core-INS-Softshell-Jacket/758498073,Mens All-Weather Core INS Softshell Jacket,76.49,76.49,Hodgman,Clothing,2, F,Aisle: 2  shelf:F,1,,,,,
https://www.walmart.com/ip/Body-Solid-Weight-Sled/50680583,Body Solid - Weight Sled,286,286,Body Solid,Sports & Outdoors,3, F,Aisle: 3  shelf:F,2,,,,,
https://www.walmart.com/ip/Artistic-Weavers-Trudy-Vivienne-18-x-18-Pillow-Cover/51153076,"Artistic Weavers Trudy Vivienne 18"" x 18"" Pillow Cover",19.99,19.99,Artistic Weavers,Home,3, H,Aisle: 3  shelf:H,5,,,,,
https://www.walmart.com/ip/Fixed-angle-Knife-Sharpener-Professional-Kitchen-Knife-Sharpener-Kits-System-4-Sharpening-Stones/295040093,Fixed-angle Knife Sharpener Professional Kitchen Knife Sharpener Kits System 4 Sharpening Stones,27.99,27.99,KKmoon,Sports & Outdoors,3, G,Aisle: 3  shelf:G,9,,,,,
https://www.walmart.com/ip/Iuhan-Foldable-Play-Mat-Large-Tummy-Timing-Folding-Reversible-Baby-Mats-For-Playroom/838532661,Iuhan Foldable Play Mat – Large Tummy Timing Folding Reversible Baby Mats For Playroom,35.99,35.99,Iuhan,Baby,4, H,Aisle: 4  shelf:H,5,,,,,
https://www.walmart.com/ip/Kaijudo-Play-Mat-Squeaky/40772731,Kaijudo Play Mat - Squeaky,9.98,9.98,Ultra PRO,Baby,4, G,Aisle: 4  shelf:G,9,,,,,
https://www.walmart.com/ip/Rinehart-43711-Lightweight-Realistic-Woodland-Coyote-Target-Practice-and-Decoy/280446023,Rinehart 43711 Lightweight Realistic Woodland Coyote Target Practice and Decoy,91.99,91.99,Rinehart Targets,Sports & Outdoors,5, F,Aisle: 5  shelf:F,8,,,,,
https://www.walmart.com/ip/Camping-Fire-Starter-Flint/702313092,Camping Fire Starter Flint,12.99,12.99,Sona Enterprises,Sports & Outdoors,4, F,Aisle: 4  shelf:F,2,,,,,
https://www.walmart.com/ip/3-Pack-Biotene-Fresh-Mint-Original-Gentle-Formula-Fluoride-Toothpaste-4-3-Ounces-Each/171973816,"3 Pack Biotene Fresh Mint Original Gentle Formula Fluoride Toothpaste, 4.3 Ounces Each",26.24,26.24,GlaxoSmithKline,Personal Care,5, G,Aisle: 5  shelf:G,4,,,,,
https://www.walmart.com/ip/Plastic-Traffic-Cones-20-Cones-of-each-color-Red-Blue-Green-Orange-Yellow/226531109,Plastic Traffic Cones - 20 Cones of each color Red Blue Green Orange Yellow,20.95,20.95,KEVENZ-Inc,Sports & Outdoors,6, G,Aisle: 6  shelf:G,1,,,,,
https://www.walmart.com/ip/Snorkel-Master-Kids-Green-Black-Swimming-Snorkeling-Fins-L-XL/182386676,"Snorkel Master Kids Green/Black Swimming Snorkeling Fins, L/XL",49,49,Snorkel Master,Sports & Outdoors,6, H,Aisle: 6  shelf:H,5,,,,,
https://www.walmart.com/ip/Hunting-Trail-Camera-USB-Compatible-Expandable-Storage/860725751,Hunting Trail Camera USB Compatible Expandable Storage,114.49,114.49,e6f12563pACNSTD,Sports & Outdoors,6, F,Aisle: 6  shelf:F,9,,,,,
https://www.walmart.com/ip/Best-Choice-Products-54in-Large-Air-Hockey-Table-for-Game-Room-Office-w-2-Pucks-2-Pushers-LED-Score-Board/112572655,"Best Choice Products 54in Large Air Hockey Table for Game Room, Office w/ 2 Pucks, 2 Pushers, LED Score Board",101.99,101.99,Best Choice Products,Sports & Outdoors,7, F,Aisle: 7  shelf:F,8,,,,,
https://www.walmart.com/ip/Koplow-Games-Set-of-2-D12-12-Sided-Rock-Paper-Scissors-Game-Dice-White-with-Pink-Letters-13060/125007983,"Koplow Games Set of 2 D12 12-Sided Rock, Paper, Scissors Game Dice - White with Pink Letters #13060",3.56,3.56,Koplow Games,Toys,8, G,Aisle: 8  shelf:G,8,,,,,
https://www.walmart.com/ip/12-20-Schwinn-Training-Wheels/23816266,"12""-20"" Schwinn Training Wheels",28.17,28.17,Generic,Toys,8, H,Aisle: 8  shelf:H,1,,,,,
https://www.walmart.com/ip/PediFix-Visco-gel-Achilles-Protection-Sleeve-Large/897560631,"PediFix Visco-gel Achilles Protection Sleeve, Large",27,27,PediFix,Health,9, H,Aisle: 9  shelf:H,2,,,,,
https://www.walmart.com/ip/Probulin-Total-Care-Probiotic-30-Capsules/283871433,Probulin Total Care Probiotic - 30 Capsules,29.99,29.99,Probulin,Health,8, F,Aisle: 8  shelf:F,6,,,,,
https://www.walmart.com/ip/Skeleton-Hand-Holding-Orb-Walking-Cane/665899472,Skeleton Hand Holding Orb: Walking Cane,33.96,33.96,Pacific Giftware,Health,9, F,Aisle: 9  shelf:F,8,,,,,
https://www.walmart.com/ip/RockShox-High-Pressure-Shock-Pump-300-psi-max/147134971,RockShox High-Pressure Shock Pump (300 psi max),41.47,41.47,RockShox,Sports & Outdoors,10, F,Aisle: 10  shelf:F,2,,,,,
https://www.walmart.com/ip/STX-Men-s-Surgeon-500-Lacrosse-Shoulder-Pads/231560972,STX Mens Surgeon 500 Lacrosse Shoulder Pads,154.07,154.07,STX,Sports & Outdoors,10, G,Aisle: 10  shelf:G,4,,,,,
https://www.walmart.com/ip/Las-Vegas-Raiders-Gridiron-III-Stand-Bag-No-Size/562844989,Las Vegas Raiders Gridiron III Stand Bag - No Size,159.99,159.99,Team Effort,Sports & Outdoors,10, H,Aisle: 10  shelf:H,9,,,,,
https://www.walmart.com/ip/Spalding-Boston-Celtics-Official-Size-Logo-Basketball/383083299,Spalding Boston Celtics Official Size Logo Basketball,39.99,39.99,Spalding,Sports & Outdoors,11, F,Aisle: 11  shelf:F,9,,,,,
https://www.walmart.com/ip/Nana-Loves-Me-Gift-For-Grandkids-Baby-Bib/976938021,Nana Loves Me Gift For Grandkids Baby Bib,9.99,9.99,INKtastic,Baby,12, F,Aisle: 12  shelf:F,6,,,,,
https://www.walmart.com/ip/Bic-Twin-Select-Silky-Touch-Shavers-10-Each-Pack-of-3/270315983,Bic Twin Select Silky Touch Shavers 10 Each (Pack of 3),11.18,11.18,BIC CORPORAT,Personal Care,14, F,Aisle: 14  shelf:F,10,,,,,
https://www.walmart.com/ip/FurHaven-Pet-Kennel-Pad-Reversible-Terry-and-Suede-Pet-Tufted-Pillow-Dog-Bed-for-Crates-Kennels-Clay-Jumbo/55006928,"FurHaven Pet Kennel Pad | Reversible Terry and Suede Pet Tufted Pillow Dog Bed for Crates & Kennels, Clay, Jumbo",29.99,29.99,FurHaven Pet Products,Pets,5, C,Aisle: 5  shelf:C,7,,,,,
https://www.walmart.com/ip/Women-s-Argyle-Tennis-Pant-Navy/756608965,Women`s Argyle Tennis Pant Navy,33.97,33.97,FILA,Sports & Outdoors,7, A,Aisle: 7  shelf:A,5,,,,,
https://www.walmart.com/ip/McKesson-Skin-Protectant-Ointment-118-8712-13-Oz-1-Each-Unscented/169904913,"McKesson Skin Protectant Ointment 118-8712 13 Oz. 1 Each, Unscented",8.75,8.75,McKesson,Personal Care,3, B,Aisle: 3  shelf:B,4,,,,,
https://www.walmart.com/ip/Sunlite-Stem-Sunlt-Rd-Aly-100X26-0-17D-Bk/419733461,Sunlite Stem Sunlt Rd Aly 100X26.0 17D Bk,27.34,27.34,Sunlite,Sports & Outdoors,8, D,Aisle: 8  shelf:D,1,,,,,
https://www.walmart.com/ip/Stainless-Steel-Shoe-Helper-EEEKit-Heavy-Duty-Metal-Shoe-Horn-for-Women-Men-Kids-Seniors-Elderly-Shoes-Boots/918817886,"Stainless Steel Shoe Helper, EEEKit Heavy Duty Metal Shoe Horn, for Women, Men, Kids, Seniors, Elderly, Shoes & Boots",5.47,5.47,EEEkit,Sports & Outdoors,2, A,Aisle: 2  shelf:A,2,,,,,
https://www.walmart.com/ip/NEW-Golf-Pride-Tour-Wrap-2G-White-Midsize-Set-of-8-Golf-Grips/349706484,NEW Golf Pride Tour Wrap 2G White Midsize Set of 8 Golf Grips,49.95,49.95,Golf Pride,Sports & Outdoors,6, B,Aisle: 6  shelf:B,8,,,,,
https://www.walmart.com/ip/Official-Size-Pitchers-Plate-Anchor-Post/685985547,Official Size Pitchers Plate Anchor & Post,26.98,26.98,Hands On,Sports & Outdoors,1, C,Aisle: 1  shelf:C,2,,,,,
https://www.walmart.com/ip/Smith-Optics-Project-Adult-Snow-Goggles-Black-Blue-Sensor-Mirror/613799756,Smith Optics Project Adult Snow Goggles Black Blue Sensor Mirror,62.09,62.09,SMITH,Sports & Outdoors,4, A,Aisle: 4  shelf:A,8,,,,,
https://www.walmart.com/ip/Big-Daddy-Blank-with-Fins-Connelly-Slalom-Water-Ski/881316677,Big Daddy Blank with Fins Connelly Slalom Water Ski,259.99,259.99,Connelly,Sports & Outdoors,9, D,Aisle: 9  shelf:D,10,,,,,
https://www.walmart.com/ip/Baseball-Size-Plastic-Balls-Set-of-6/292070327,"Baseball Size Plastic Balls, Set of 6",11,11,PerfectPitch,Sports & Outdoors,11, B,Aisle: 11  shelf:B,6,,,,,
https://www.walmart.com/ip/Men-s-Match-Play-Golf-Pants-Tapered-Leg-Black-True-Gray-Heather-40-32/845996593,"Mens Match Play Golf Pants ? Tapered Leg, Black/True Gray Heather, 40/32",59.99,59.99,Under Armour,Sports & Outdoors,10, A,Aisle: 10  shelf:A,3,,,,,
https://www.walmart.com/ip/Lavaport-4pcs-Pet-Dog-Anti-slip-Mesh-Boots-Shoes-for-Snow-And-Rain/374276280,Lavaport 4pcs Pet Dog Anti-slip Mesh Boots Shoes for Snow And Rain,11.99,11.99,Lavaport,Pets,12, C,Aisle: 12  shelf:C,6,,,,,
https://www.walmart.com/ip/Infant-Baby-Car-Seat-Protector-Saver-Anti-Slip-Easy-Clean-Protector-carseatcover-Safety-Mat-Cushion-Cover-Gift-Black/599528069,Infant Baby Car Seat Protector Saver Anti Slip Easy Clean Protector carseatcover Safety Mat Cushion Cover Gift Black,13.18,13.18,Generic,Baby,15, B,Aisle: 15  shelf:B,9,,,,,
https://www.walmart.com/ip/Flambeau-Storm-Front-Classic-Mallard-Decoys-12-Count-8030SUV/45807808,Flambeau Storm Front Classic Mallard Decoys -12 Count 8030SUV,59.15,59.15,Flambeau,Sports & Outdoors,14, D,Aisle: 14  shelf:D,10,,,,,
https://www.walmart.com/ip/Orpaz-1911-Thumb-Lock-Holster-Polymer-Rotation-Belt-Paddle-w-Tension-Adjustment/146434266,Orpaz 1911 Thumb Lock Holster Polymer Rotation Belt/Paddle w/ Tension Adjustment,24.99,24.99,Orpaz,Sports & Outdoors,1, F,Aisle: 1  shelf:F,4,,,,,
https://www.walmart.com/ip/Motion-AC-Room-Holder-100-250V-LED-Switch-E26-E27-Angle-Pantry-Basement-Storage-TSV-360-Lamp-Detection-Room-Socket-Sensor-Adapter/823897291,"TSV Motion Sensor LED Lamp Holder Switch, E26/E27 to E26/E27 Socket Adapter, 360° Detection Angle, AC 100-250V, for Basement, Pantry Room, Storage Room",8.97,8.97,TSV,Home,1, H,Aisle: 1  shelf:H,10,,,,,
https://www.walmart.com/ip/Olympia-Sports-BA456P-Wilson-Practice-Tennis-Balls/42647747,Olympia Sports BA456P Wilson Practice Tennis Balls,8.33,8.33,Olympia Sports,Sports & Outdoors,1, G,Aisle: 1  shelf:G,2,,,,,
https://www.walmart.com/ip/One-Cab-Blower-Air-Gun-Kit-Under-Seat-Mount-Air-Blower-By-GPD-Ship-from-US/354423840,One Cab Blower Air Gun Kit Under Seat Mount Air Blower By GPD Ship from US,40.09,40.09,GPD,Auto & Tires,1, K,Aisle: 1  shelf:K,6,,,,,
https://www.walmart.com/ip/Sunlite-Pedals-Cruser-Barefoot-1-2-Black/32311105,"Sunlite Pedals Cruser Barefoot 1/2"" Black",12.99,12.99,Sunlite,Sports & Outdoors,1, J,Aisle: 1  shelf:J,10,,,,,
https://www.walmart.com/ip/Daiwa-J-Braid/188802973,Daiwa J Braid,11.98,11.98,Daiwa,Sports & Outdoors,1, L,Aisle: 1  shelf:L,1,,,,,
https://www.walmart.com/ip/Bacati-Dots-Pin-Stripes-Hamper-with-Cotton-Percale-cover-mesh-liner-and-Natural-Color-Wooden-frame-Gray-Yellow/37550738,"Bacati - Dots/Pin Stripes Hamper with Cotton Percale cover, mesh liner and Natural Color Wooden frame, Gray/Yellow",46.81,46.81,Bacati,Baby,1, N,Aisle: 1  shelf:N,10,,,,,
https://www.walmart.com/ip/Lean-Body-Chocolate-20ct/28470523,"Lean Body Chocolate, 20ct",52.99,52.99,Labrada,Health,1, M,Aisle: 1  shelf:M,10,,,,,
https://www.walmart.com/ip/Pitt-Golf-Glove-Medium-Large/117138579,Pitt Golf Glove - Medium / Large,19.85,19.85,LinksWalker,Sports & Outdoors,2, N,Aisle: 2  shelf:N,3,,,,,
https://www.walmart.com/ip/Louis-Garneau-Men-s-Nimbus-Evo-Cycling-Gloves-Black-Small/180059369,"Louis Garneau Mens Nimbus Evo Cycling Gloves, Black, Small",70.2,70.2,Louis Garneau,Sports & Outdoors,2, M,Aisle: 2  shelf:M,6,,,,,
https://www.walmart.com/ip/2-Pack-KIWI-Express-Shine-Instant-Shine-Sponge-Neutral-2-oz/492928700,"2 Pack - KIWI Express Shine Instant Shine Sponge, Neutral .2 oz",11.97,11.97,KIWI,Household Essentials,2, L,Aisle: 2  shelf:L,9,,,,,
https://www.walmart.com/ip/Dye-Paintball-Barrel-Sock-OG-Lime/165212270,Dye Paintball Barrel Sock OG - Lime,5.34,5.34,Dye Paintball,Sports & Outdoors,2, G,Aisle: 2  shelf:G,10,,,,,
https://www.walmart.com/ip/FSA-Orbit-XL-II-1-1-8-Threadless-Headset-Black/31986345,"FSA Orbit XL-II 1-1/8"" Threadless Headset, Black",59.99,59.99,FSA (Full Speed Ahead),Sports & Outdoors,2, F,Aisle: 2  shelf:F,9,,,,,
https://www.walmart.com/ip/Luxrite-LR20730-10-Pack-F32T8-841-32-Watt-4-FT-T8-Fluorescent-Tube-Light-Bulb-Cool-White-4100K-2850-Lumens-G13-Medium-Bi-Pin-Base/127369920,"Luxrite LR20730 (10-Pack) F32T8/841 32-Watt 4 FT T8 Fluorescent Tube Light Bulb, Cool White 4100K, 2850 Lumens, G13 Medium Bi-Pin Base",69.99,69.99,LUXRITE,Household Essentials,3, F,Aisle: 3  shelf:F,9,,,,,
https://www.walmart.com/ip/6-Pack-Ensure-Pro-Advance-Infant-Formula-Ready-To-Feed-32-oz/972038589,"6 Pack - Ensure Pro-Advance Infant Formula Ready-To-Feed, 32 oz",377.73,377.73,Ensure,Baby,3, H,Aisle: 3  shelf:H,10,,,,,
https://www.walmart.com/ip/Lifesavers-Mints-Wint-O-Green-3-72-oz-upc-022000015310/355099888,Lifesavers Mints Wint O Green 3-72 oz. upc 022000015310,31.76,31.76,,Food,3, G,Aisle: 3  shelf:G,5,,,,,
https://www.walmart.com/ip/Weber-8-Oz-Grill-Exterior-Barbeque-Cleaner-W66/45823474,Weber 8 Oz. Grill Exterior Barbeque Cleaner W66,10.51,10.51,Weber,Household Essentials,4, H,Aisle: 4  shelf:H,6,,,,,
https://www.walmart.com/ip/Fordable-Baby-14-Panel-Playpen-Activity-Safety-Play-Yard-Foldable-Portable-HDPE-Indoor-Outdoor-Playards-Fence/910039470,Fordable Baby 14 Panel Playpen Activity Safety Play Yard Foldable Portable HDPE Indoor Outdoor Playards Fence,106.8,106.8,Fortressmount,Baby,4, G,Aisle: 4  shelf:G,3,,,,,
https://www.walmart.com/ip/GE-FC12T9CW-32W-Cool-White-Circline-Tube-Fluorescent-Light-Bu/886135842,GE FC12T9CW 32W Cool White Circline Tube Fluorescent Light Bu,23.76,23.76,GE,Household Essentials,5, F,Aisle: 5  shelf:F,8,,,,,
https://www.walmart.com/ip/Wilson-Women-s-Lineage-TechT-Shirt-Heather-Green-Plum/434310974,"Wilson Womens Lineage TechT-Shirt, Heather Green/Plum",30,19.99,Wilson,Sports & Outdoors,4, F,Aisle: 4  shelf:F,4,,,,,
https://www.walmart.com/ip/Bicycle-Pinochle-Jumbo-Index-Playing-Cards-1-Red-and-1-Blue-Deck/130382870,Bicycle Pinochle Jumbo Index Playing Cards - 1 Red and 1 Blue Deck,6.49,6.49,Bicycle,Toys,5, G,Aisle: 5  shelf:G,5,,,,,
https://www.walmart.com/ip/Step2-Woodland-Adventure-Playhouse-Slide/841421699,Step2 Woodland Adventure Playhouse & Slide,499.99,499.99,Step2,Toys,6, G,Aisle: 6  shelf:G,7,,,,,
https://www.walmart.com/ip/Bariatric-Fusion-Meal-Replacement-Single-Serving-Packet-French-Vanilla/744901057,Bariatric Fusion Meal Replacement Single Serving Packet - French Vanilla,3.49,3.49,Bariatric Fusion,Health,6, H,Aisle: 6  shelf:H,5,,,,,
https://www.walmart.com/ip/Native-Organics-Pet-Odor-Stain-Remover-32-fl-oz/40192941,"Native Organics Pet Odor & Stain Remover, 32 fl oz",7.62,7.62,NATIVE ORGANICS,Household Essentials,6, F,Aisle: 6  shelf:F,7,,,,,
https://www.walmart.com/ip/Red-Ledge-Youth-Thunderlight-Lightweight-Rain-Jacket-Medium-Emerald/116089334,"Red Ledge Youth Thunderlight Lightweight Rain Jacket - Medium, Emerald",33.02,33.02,Red Ledge,Clothing,7, F,Aisle: 7  shelf:F,1,,,,,
https://www.walmart.com/ip/puma-women-s-18-pounce-golf-skort/535948273,puma womens 18 pounce golf skort,51,51,PUMA,Sports & Outdoors,8, G,Aisle: 8  shelf:G,6,,,,,
https://www.walmart.com/ip/Trigon-Sports-BDPLUG-Rubber-Base-Plugs/42707427,Trigon Sports BDPLUG Rubber Base Plugs,19.52,19.52,Trigon Sports International,Sports & Outdoors,8, H,Aisle: 8  shelf:H,4,,,,,
https://www.walmart.com/ip/3-Pack-Hot-Shot-Ultra-Clear-Roach-Ant-Gel-Bait-1-ea/521135027,3 Pack - Hot Shot Ultra Clear Roach & Ant Gel Bait 1 ea,23.4,23.4,Hot Shot,Household Essentials,9, H,Aisle: 9  shelf:H,10,,,,,
https://www.walmart.com/ip/KUFA-CT110-CAM1-Vinyl-Coated-Round-Crab-Trap-with-Crabbing-Accessory-Kit/413022786,KUFA (CT110+CAM1) Vinyl Coated Round Crab Trap with Crabbing Accessory Kit,113.49,113.49,KUFA,Sports & Outdoors,8, F,Aisle: 8  shelf:F,7,,,,,
https://www.walmart.com/ip/Clique-Men-s-Short-Sleeve-Charge-Active-Performance-Golf-Polo/866623935,Clique Mens Short Sleeve Charge Active Performance Golf Polo,22.5,11,Clique,Sports & Outdoors,9, F,Aisle: 9  shelf:F,9,,,,,
https://www.walmart.com/ip/France-Flag-Short-Sleeve-Cycling-Jersey-for-Women-Size-XS/186349436,France Flag Short Sleeve Cycling Jersey for Women - Size XS,42.99,42.99,ScudoPro,Sports & Outdoors,10, F,Aisle: 10  shelf:F,1,,,,,
https://www.walmart.com/ip/Rawlings-Umpire-Chest-Protector/173345469,Rawlings Umpire Chest Protector,62.25,62.25,Rawlings,Sports & Outdoors,10, G,Aisle: 10  shelf:G,1,,,,,
https://www.walmart.com/ip/Togo-ScudoPro-Short-Sleeve-Cycling-Jersey-for-Women-Size-XS/132904469,Togo ScudoPro Short Sleeve Cycling Jersey for Women - Size XS,42.99,42.99,ScudoPro,Clothing,10, H,Aisle: 10  shelf:H,10,,,,,
https://www.walmart.com/ip/American-Legend-Manchester-55-Foosball-Table-with-Leg-Levers-Cup-Holders-and-Internal-Ball-Return-and-Ball-Entry/5358897,"American Legend Manchester 55"" Foosball Table with Leg Levers, Cup Holders, and Internal Ball Return and Ball Entry",503.95,399.99,American Legend,Sports & Outdoors,11, F,Aisle: 11  shelf:F,6,,,,,
https://www.walmart.com/ip/CHI-Straight-Guard-Smoothing-Styling-Cream-8-5-Oz/24511809,"CHI Straight Guard Smoothing Styling Cream, 8.5 Oz",8.5,8.5,CHI,Premium Beauty,12, F,Aisle: 12  shelf:F,3,,,,,
https://www.walmart.com/ip/Rinse-Aid-Platinum-Dishwasher-Rinse-Agent-Regular-Scent-30-5-oz/774568354,"Rinse Aid Platinum, Dishwasher Rinse Agent, Regular Scent, 30.5 oz",28.96,28.96,RinseAid,Household Essentials,14, F,Aisle: 14  shelf:F,6,,,,,
